"Model","RMSE","MAE","R2","MAPE","Correlation"
"XGBoost",21.87217309087,9.36854839603589,0.955894767326313,13.3348898708946,0.982759430504525
"RandomForest",28.3192495160993,11.9858590129028,0.926061654330679,18.5519430017545,0.965668902170868
